seller,name,public_host,search_types_hit,queries_hit,products,personalized,ucp_tools,webmcp_loader,price_min,price_max,option_names,samples
designed-by-brenda.myshopify.com,Designed By Brenda,designedbybrenda.com,personalization,cards_custom_name,1,1,13,true,2000,2000,Quantity (1),Modern Wedding Thank You Card with Several Photos - Custom Designed Template
riley-grae-store.myshopify.com,Riley Grae Store,www.rileygrae.com,personalization,cards_custom_name,1,0,13,true,800,800,,Thank You Bouquet Cat Card
madonna-house-publications.myshopify.com,Madonna House Publications,publications.madonnahouse.org,personalization,monogram_notecards,1,0,13,true,1295,1295,Format (1),Notecards - Words of Eternal Life
paperscript.myshopify.com,Paperscript,paperscript.ca,personalization,monogram_notecards,1,0,13,true,600,600,Options (1),Hearts Notecard
bxkzxz-75.myshopify.com,Memory Press,memorypress.ca,personalization,monogram_notecards,1,1,13,true,1500,1500,,Personalized Monogram Stationery | Notecards Canada
elizabeth-r-fine-stationery-gifts.myshopify.com,Elizabeth R Fine Stationery & Gifts,elizabethr.ca,personalization,monogram_notecards,1,1,13,true,1795,1795,Color (1); Material (1); Size (1),Personalized Note Card Set
zinnia-textiles-nelson.myshopify.com,Zinnia Textiles Nelson,zinniatextiles.ca,personalization,monogram_notecards,1,1,13,true,1300,1300,,Special Parliament of Crows Card
m9ixqu-03.myshopify.com,The Painted Pineapple,the-painted-pineapple-3.myshopify.com,personalization,monogram_notecards,1,0,13,true,2600,2600,,William Morris Keepsake Boxed Notecards
aatest22.myshopify.com,Abbott Atelier,www.abbottatelier.com,personalization,monogram_notecards,1,1,13,true,300,300,,Graduation Note Card
makerhouse.myshopify.com,Maker House Co.,makerhouse.com,personalization,foil_cards,1,0,13,true,699,699,,Fern Thank You Card
adiqyp-z0.myshopify.com,MarCoo Paperie,www.marcoopaperie.ca,personalization,foil_cards,1,0,13,true,499,499,Design (1),Refined Korean Foil Thank You Cards
1dw1hu-cc.myshopify.com,"St. Andrew’s Book, Gift, & Church Supply",standrewschurchsupply.biz,bulk,thank_you_bulk,1,0,13,true,5355,5355,,Embossed Thank You Card - 50/box
ilovecrystalsandgems.myshopify.com,ilovecrystalsandgems,ilovecrystalsandgems.com,bulk,thank_you_bulk,1,0,13,true,200,200,,PK/50 - Flora Cards - Thank You - Butterflies & Flowers
kgxduq-bs.myshopify.com,Cards for Causes,cardsforcauses.com,bulk,thank_you_bulk,1,1,13,true,76000,76000,Choose number of recipients (1),Thank You Gratitude Sprint
blindsbamboo-com.myshopify.com,BambooBlinds.ca,bambooblinds.ca,bulk,thank_you_bulk,1,0,13,true,200,200,,PK/50 - Flora Cards - Thank You - Bird & Flowers
loveteesnthings.myshopify.com,Loveteesnthings,theprintperfect.com,bulk,thank_you_bulk,1,1,13,true,7814,7814,Quantity (1),Postcards
propertyguys-com-pro-shop.myshopify.com,PropertyGuys.com Pro Shop,proshop.propertyguys.com,bulk,thank_you_bulk,1,1,13,true,4999,4999,,"PG ""Thank You"" Cards"
nikkei-national-museum.myshopify.com,Nikkei National Museum Shop,shop.nikkeiplace.org,bulk,thank_you_bulk,1,0,13,true,2495,2495,,Cherry Blossoms Thank You Cards - 40 cards with envelopes
tropitek-wholesale.myshopify.com,Tropitek-Wholesale,tropitek.net,bulk,thank_you_bulk,1,0,13,true,250,250,,PK/50 - THANK YOU ENCLOSURE CARDS
the-gifted-type.myshopify.com,The Gifted Type,the-gifted-type.myshopify.com,bulk,thank_you_bulk,1,0,13,true,695,695,,Thanks A Bunch Thank You Card
inspired-content-co.myshopify.com,Inspired Content Co,inspiredcontent.co,occasion,corporate_thank_you,1,1,13,true,523,523,,"Thank you Thank you Card, Thank you business insert cards, Appreciation card packaging inserts, printable thank you note, Thanks for orders"
liftow-marketing.myshopify.com,Liftow Marketing,marketing.liftow.com,occasion,corporate_thank_you,1,0,13,true,1200,1200,,Thank You Cards - French (pack of 25)
fi-westernfinancial.myshopify.com,The General Store - Western Financial Group,westernfinancial.fipromo.ca,occasion,corporate_thank_you,1,0,13,true,790,790,,WESTERN COAST - THANK YOU CARDS (PACK OF 10)
baby-charlotte-canada.myshopify.com,Baby Charlotte Canada,www.babycharlotte.com,occasion,corporate_thank_you,1,0,13,true,599,599,,modern wit - thank you card - employee
beestung-lingerie.myshopify.com,Beestung Lingerie,beestunglingerie.com,occasion,corporate_thank_you,1,1,13,true,796,796,,Curio Thank You Card
fhg-dynamex.myshopify.com,TForce Logistics,tforce.fhgraphics.com,occasion,corporate_thank_you,1,0,13,true,13800,13800,Quantity (1),Canada: Note/Thank You Cards
shop-cartolina.myshopify.com,Shop Cartolina,shopcartolina.com,occasion,corporate_thank_you,1,0,13,true,1200,1200,,B107 Boxed cards - Thank You - Blossoms
oneearthcollection.myshopify.com,Charles Orwin,fr.charlesorwin.com,occasion,event_thank_you,1,1,13,true,900,900,,Handwritten note
partywarehousecanada.myshopify.com,Party Warehouse,partywarehousecanada.myshopify.com,occasion,event_thank_you,1,0,13,true,199,199,,Wedding Bells Thank You Notes 8Pk
bigwasp.myshopify.com,BRONC TATTOO SUPPLY,www.bronctattoo.com,occasion,event_thank_you,1,1,13,true,499,499,,Handwritten note
ac1f6b-2.myshopify.com,sangboxs,sangboxs.com,occasion,event_thank_you,1,1,13,true,499,499,,Handwritten note
dep-de-vie.myshopify.com,Dep de Vie,depdevie.ca,occasion,event_thank_you,1,0,13,true,600,600,,Song Bird Thank You Note Card
goodhabit-dev.myshopify.com,Goodhabit,goodhabitskin.com,occasion,event_thank_you,1,1,13,true,634,634,,Handwritten note
ab5530-e6.myshopify.com,"The Fringed Saddle, LLC",thefringedsaddlellc.com,sentence,sentence_cards,1,1,13,true,500,500,,Guest check thank you card template
awdpzq-25.myshopify.com,Little Treasure Box,littletreasurebox.ca,sentence,sentence_cards,1,1,13,true,620,620,Set size (1); Choose your version (1),"Wedding Thank You Photo Card with Magnet, Save the Date, Guest Gift ,Flat, Maget with Glossy Card, custom couple card, meaningful unique"
9522c1-fd.myshopify.com,PRETTY PEONIES SHOP,prettypeoniesshop.com,sentence,sentence_cards,1,1,13,true,800,800,,Blue Wedding Crest Thank You Card Template
37d627-7f.myshopify.com,Amber & Rose Creative Studios,www.amberrosecreativestudios.com,sentence,sentence_cards,1,1,13,true,800,800,,Wedding Photo Thank You Card Template
lilac-white-2022.myshopify.com,Lilac & White,lilacandwhite.com,sentence,sentence_cards,1,1,13,true,20800,20800,Quantity & pricing (1),Bethany Wedding Photo Thank You Cards
48f667.myshopify.com,Shop Solid Society,shopsolidsociety.com,sentence,sentence_cards,1,1,13,true,700,700,,Wedding Thank You Card Template | Boho Horizontal | Edit on Canva
psmgraphix-com.myshopify.com,PSMGraphix,psmgraphix.com,sentence,sentence_cards,1,1,13,true,4999,4999,,Best Wishes - Bundle
