seller,name,public_host,search_types_hit,queries_hit,products,personalized,ucp_tools,webmcp_loader,price_min,price_max,option_names,samples
a9jxaa-1u.myshopify.com,Fancy Collective,fancycollective.ca,occasion,corporate,3,0,13,true,5900,6900,,Events | Appreciate | Welcome
mvr-plus.myshopify.com,MVR Plus,plus.mvrwholesale.com,bulk,cookies_bulk,3,0,13,true,1032,4932,,BIG DADDY - CHOCOLATE CHUNKS 8x100 GR | MILKA - SENSATION OREO 12x156 GR | LOTUS BISCOFF - SANDWICH COOKIES VANILLA CREAM 9x150 GR
the-cg-realm.myshopify.com,The CG Realm,www.thecgrealm.com,price,favors_under_25,3,0,13,true,21,22,Title (3),Armor Ninjitsu Art of Freezing (ORCS-EN068) - Order of Chaos Unlimited | Leafplace Plaice (BACH-EN029) - Battle of Chaos 1st Edition | Performage Plushfire (DOCS-EN016) - Dimension of Chaos Unlimited
nutmegspiced.myshopify.com,nutmegspiced,nutmegspiced.ca,sentence,sentence_dessert,3,0,13,true,4500,12000,Option (1); Size (1),Taste of Home Caribbean Pastry Box | Grenadian Calypso Pastry Box – 32 Cocktail-Size Assorted Pastries | Grenadian Calypso Pastry Box – 16 Assorted Pastries
pickeco-refills.myshopify.com,PickEco Refills ,www.pickeco.ca,sentence,sentence_dessert,3,0,13,true,4499,4499,,Twinkltoast - Pyrex-Inspired Spring Blossom Casserole Ceramic Trinket Box | Twinkltoast - Pyrex-Inspired Gooseberry Casserole Ceramic Trinket Box | Twinkltoast - Pyrex-Inspired Butterfly Gold Casserole Ceramic Trinket Box
churchills-fine-gourmet-gifts.myshopify.com,Churchill's Fine Gourmet Gifts,churchillsgourmetgifts.com,category,dessert_box,2,0,13,true,4995,6995,Gift styling (2); Shortbread cut (1); Shortbread shape (1),30-Piece Classic Mix Signature Gift Box | 16-Piece Classic Mix Signature Gift Box
lulu-island-favours-canada.myshopify.com,Lulu Island Honey,luluislandfavours.ca,category,candles,2,0,13,true,300,475,Tags (1); Candle style (1); Size of jar (1),Favour Bags | Honey & Candles | Double Happiness Favors | Chinese Weddings
9epetp-cp.myshopify.com,Artlavka ,artlavka-2.myshopify.com,category,candles,2,0,13,true,650,9250,Color (1); Quantity (1),🤍 Heart Candle Favors — Gifts for Guests & Special Events | Gender Reveal Teddy Bear Soy Candle Favor Tulle
fd119d-cv.myshopify.com,Ambient Studio,ambient-studio-2.myshopify.com,category,candles,2,0,13,true,2750,5750,Quantity (1); Qty (1),Peony Bridal Shower Favor Candle | Mini Bubble Candle
everlastingcandleco-com.myshopify.com,Everlasting Candle Co.® Canada,www.everlastingcandleco.ca,category,candles,2,0,13,true,8500,8900,Color (2); Vase (2),Wylie Signature Sets | Neva Collection Sets
eternalrosesca.myshopify.com,Eternal Roses CA,eternalroses.ca,category,candles,2,2,13,true,1100,1400,Color (2),Preserved roses Party Favors | Flower Decoration Accessories | Party Favors | Flower Decoration Accessories
thecoffeemonsterzco.myshopify.com,TheCoffeeMonsterzCo,thecoffeemonsterzco.com,category,stickers,2,0,13,true,405,452,Select (1),Helen's Favourite Things - Foiled Sticker Sheet | Bean Sampler Full Sheets - Negative Days
maison-lipari-test-shop-2.myshopify.com,Maison Lipari,www.maisonlipari.ca,category,coasters,2,0,13,true,12800,14300,,Jonathan Adler | Playa Coaster Set - Set of 4 | Jonathan Adler | Le Wink Coaster Set - Multicolor
boutiquemariedumas.myshopify.com,Boutique Marie Dumas,mariedumas.com,category,coasters,2,0,13,true,12799,13799,,Jonathan Adler Versailles Coasters | Roseland Coasters
juxtaposegifts.myshopify.com,Juxtapose Cards & Gifts,juxtaposegifts.myshopify.com,category,coasters; totes,2,0,13,true,2195,2295,,Coaster Soak Up Feline Fine | Bag Full Of Ponies Handy Tote
something-personalized.myshopify.com,Something Personalized,somethingpersonalized.ca,category,totes,2,0,13,true,3200,5000,,Safari Handy Open Top Tote | Safari Medium Zippered Tote Bag
d87ce2-43.myshopify.com,Indigo,www.indigo.ca,category,totes,2,0,13,true,2887,2887,Colour (2),"Heather Tote Bag, French Vanilla | Heather Medium Tote Bag, Faux Suede Sand"
silla-designs.myshopify.com,Silla Designs,silladesigns.com,category,totes,2,0,13,true,4499,4499,,Canvas Tote Bag | Cool Cats | Canvas Tote Bag | Book Club
outer-layer.myshopify.com,Outer Layer,outerlayer.com,category,totes,2,0,13,true,2095,2199,,Have You Tried Cheese Handy Tote | Toronto Cityscape Tote Bag
cedar-canoe-books.myshopify.com,Cedar Canoe Books,www.cedarcanoebooks.com,category,totes,2,0,13,true,2700,2700,,Moody Cats Canvas Tote | Judgy Fish Canvas Tote
sweetyummy.myshopify.com,Sweet Yummy,sweetyummycookies.com,personalization,cookies_custom,2,2,13,true,850,9000,Style (1),Set of 12 custom cookies | 🐰 Personalized Bunny
dua5pi-7e.myshopify.com,Crown Cookies,crowncookies.ca,personalization,cookies_custom,2,2,13,true,5000,5000,,Custom Gift Box 12 mini Cookies | Custom Gift Box 6 Cookies
sahara-tea.myshopify.com,Robyn's Cookies & Co,robynscookies.com,personalization,cookies_custom,2,2,13,true,775,4500,,Personalized Sugar Cookie | XL Personalized Cookie
country-cakes-bakes.myshopify.com,Country Cakes & Bakes,www.countrycakesandbakes.com,personalization,cookies_custom,2,2,13,true,800,1350,Dozen (1); Quantity (1); Package individually (1),"Mini Frosted Sugar Cookies Custom Colors | 3"" Frosted Sugar Cookies--Seasonal Colors,colors may vary from picture"
terriffetti-cookie-co.myshopify.com,The Confectionist,theconfectionist.ca,personalization,cookies_custom,2,2,13,true,7500,8500,,Custom Cookies | Detailed Design (per dozen) | Custom Cookies | Complex Design (per dozen)
shopatmint.myshopify.com,SEND JOY,www.sendjoygiftboxes.com,personalization,cookies_custom,2,2,13,true,1700,1700,,BOY RABBIT AND CUSTOM NAME RABBIT -- PRE ORDER | GIRL RABBIT AND CUSTOM NAME RABBIT -- PRE ORDER
fnc-workshop.myshopify.com,FnC workshop,fncgiftstore.ca,personalization,coasters_engraved,2,2,13,true,800,5000,Options (1); Style (1),Custom Engraved Slate Coaster | Personalized Gift | Laser Engraved Drink Coaster | Engraved Coasters
7a89d6-41.myshopify.com,Things Engraved,thingsengraved.com,personalization,coasters_engraved,2,2,13,true,699,3799,,Custom Photo/Text Square Coaster | Marble Coaster with Custom Engraving Set of 4
jxuwfh-mn.myshopify.com,TNDS Laser Engraving,tnds-laser-engraving.myshopify.com,personalization,coasters_engraved,2,2,13,true,3700,4500,,Custom Family Name Wooden Coasters – Laser Engraved Hardwood Set (Rustic Home Décor) | American Flag & Battlefield Cross Slate Coaster Set – Laser Engraved Patriotic Military Memorial Coasters
2dfd13-3e.myshopify.com,Lasers and Wood Custom Creations,lasersandwood.ca,personalization,coasters_engraved,2,2,13,true,1000,1000,,Tragically Hip - Written Coaster | Customized Coasters
harlow-baby-boutique-official-website.myshopify.com,Harlow Boutique Official Online Store,harlowboutique.ca,personalization,totes_monogram,2,2,13,true,2195,2195,,Monogrammed Tote Bag | Monogrammed Tote Bag
craigs-cookies-development.myshopify.com,Craig's Cookies ,craigscookies.com,dietary,cookies_vegan; cookies_gf,2,0,13,true,2400,2400,Number of cookies (2); Gift box (2),VEGAN CLASSIC CHOCOLATE CHIP | GLUTEN-FRIENDLY CLASSIC CHOCOLATE CHIP
origin-bakery.myshopify.com,Origin Bakery,www.originbakery.com,dietary,cookies_vegan; cookies_gf,2,0,13,true,482,1950,Buy 6 -no tax (1),"Vegan Chocolate Chip Cookie, pack/2 | Everything Cookie"
i2rquw-wb.myshopify.com,Marsha Sophia,www.marshasophia.ca,dietary,cookies_vegan,2,0,13,true,399,399,,Vegan Cookie - Double Chocolate (2 Pack) | Vegan Cookie - Pumpkin Seed Chocolate Chip (2 Pack)
shopvegn.myshopify.com,Good Vegans,goodvegans.com,dietary,cookies_vegan; chocolate_nutfree,2,0,13,true,1495,1995,,Stroop Club | Stroopwafels (8 pcs) | *PRE-ORDER* Loco Love | Butter Caramel Pecan Chocolate (2 pcs)
vegansupply-ca.myshopify.com,Vegan Supply,vegansupply.ca,dietary,cookies_vegan,2,0,13,true,1199,1399,,Whims Caramel Cookie Bar - 100g | Stroop Club Traditional Mini Stroopwafels Cookies - 150g
lemonadeglutenfreebakery.myshopify.com,Lemonade Gluten Free Bakery,lemonadeglutenfreebakery.ca,dietary,cookies_vegan; cookies_gf,2,0,13,true,350,350,,Lemon Chewy Cookie (VEGAN) | Joe's Favourite Cookie
lady-glaze-bakehouse.myshopify.com,Lady Glaze,ladyglazedoughnuts.com,dietary,cookies_vegan,2,0,13,true,350,350,,Letter I Vegan | Letter Y Vegan
urban-baker-co.myshopify.com,Urban Baker Co.,urbanbakerco.com,dietary,cookies_vegan; cookies_gf,2,0,13,true,2400,2600,Urban baker favourite flavour box (2),Urban Baker Healthy Favourite Flavour Box | Urban Baker Healthy Favourite Flavour Box
mary-macleod.myshopify.com,Mary Macleod's Shortbread,marymacleod.com,dietary,cookies_gf,2,0,13,true,1300,5000,Flavour (1),Gable Gift Box of Gluten-Free Cookies | Peaked Box of Gluten Free Shortbread Cookies
naturallygf.myshopify.com,Naturally Gluten Free Bakery,naturallygf.ca,dietary,cookies_gf,2,0,13,true,975,1150,,Fudgy Brownie Cookies 8 pk | Lemon Crackle Cookies 8 pk
makerhouse.myshopify.com,Maker House Co.,makerhouse.com,dietary,chocolate_nutfree,2,0,13,true,3299,4999,,Chocolate Sampler | Chocolate Lovers Gift Box
ae665e-4.myshopify.com,The Little Market Box,www.thelittlemarketbox.com,dietary,chocolate_nutfree,2,0,13,true,2800,3000,,Those Girls - Seasonal Gift Box | Those Girls - Classic Chocolate Gift Box
somachocolate.myshopify.com,SOMA chocolatemaker,www.somachocolate.com,dietary,chocolate_nutfree,2,0,13,true,2000,6000,,Spark of Joy Caramel & Praline box | Dark Lover's Lunch Box
nature-sante.myshopify.com,Nature Sante,naturesante.ca,dietary,chocolate_nutfree,2,0,13,true,1069,1069,,PRETZELS 100G DARK CHOCOLATE UNREAL | CUPS 120G DARK CHOCOLATE PEANUT BUTTER
9cbefe-2.myshopify.com,Baby Shower Chocolate,babyshowerchocolate.com,occasion,wedding,2,2,13,true,3000,7400,Quantity (2); Color (1); Shape (1); Design (1),Custom Resin Magnet Wedding Favors – Personalized Epoxy Bridal Shower Gifts for Guests | Islamic Wedding Favors Ayatul Kursi Resin Magnet Custom Epoxy Personalized Gift Bridal Shower Guest Souvenir Bulk
b45d0a-ab.myshopify.com,Terra's Vibe Swedish Cloths,terrasvibe.com,occasion,wedding; baby_shower,2,2,13,true,30000,30000,Number of cloths (2),25 x Custom WEDDING GUEST FAVORS - any color | 25 x Custom BABY SHOWER FAVORS
baby-joy-canada.myshopify.com,Baby Joy Canada,babyjoy.ca,occasion,baby_shower,2,2,13,true,12500,20800,,Zeronto Classic Gift Basket - Custom Your Own | Zeronto Signature Gift Basket - Custom Your Own
mobilewag.myshopify.com,LiquidationMania.com,mobilewag.myshopify.com,occasion,kids,2,0,13,true,300,300,,"BEEBEERUN 12PCS Kids Dinosaur Birthday Party Drawstring Party Favor Bags, SQ002 | BEEBEERUN 2PCS Kids Drawstring Party Favor Bags for Birthday Party with Cartoon Dinosaur SQ004"
arkitype23.myshopify.com,arkitype,arkitype.my,occasion,corporate,2,2,13,true,8900,10000,,Corporate Gift Set Welcoming on board 6 in 1 Gift Set | Corporate Gift Set Team Building - OTIS | Premium Towel and Bamboo Flask
pacificbasket.myshopify.com,Pacific Basket Co.,www.pacificbasketco.com,occasion,corporate,2,0,13,true,12795,17595,,BC AMBASSADOR | BC GOURMET LOCAL ARTISAN GIFT BASKET
a9feae-ea.myshopify.com,Conscious Collective Corporate Gifting,giftwithstory.com,occasion,corporate,2,0,13,true,400,5100,,Anna's Referral Brand Box 2 | Branded Treat Bag
a997a7-2.myshopify.com,Revive Goods.,revivegoods.ca,occasion,corporate,2,1,13,true,13999,17200,Choose mug colour (1); Add personalization on items (1); Choose your gift box (1),Corporate Gift Employee Appreciation Gift Client Promotional Gift Box Christmas Gift Clients Boss Gift Idea Company Logo Customized Gifts | Employee Cozy Gift Corporate Gift Coworker Gift For Employees Appreciation Gift Box Gift For Team Boss Mug Set Gift Tea Gift Box Bulk Gift
d53877-9b.myshopify.com,The Gift Marche,www.thegiftmarche.ca,occasion,corporate,2,1,13,true,3500,6000,Personalized message (1); Gift wrapping (1),Appreciation Hamper for Carrier | Client Appreciation Hamper - Mosiac Transport
941a25-4.myshopify.com,Wilder Cookies Wholesale,www.wildercookieswholesale.com,bulk,cookies_bulk,2,0,13,true,1650,1650,,Salted Chocolate Chunk Cookie (Pack of 6) | S'mores Cookie (Pack of 6)
campbellfordwholesale.myshopify.com,Campbellford Wholesale Ltd,campbellfordwholesale.com,bulk,cookies_bulk,2,0,13,true,5995,6695,,Christie Cookies - Oreo Single Serve  100x22gr | Best Buy Cookies - Vanilla Creme 12x600gr
bargainballoons-dev.myshopify.com,Bargain Balloons Canada,bargainballoons.ca,price,favors_under_10; favors_under_25,2,0,13,true,9,19,,"2"" Airfill Only (Sticks Sold Separately) Happy Birthday Wishes Gold Balloon | 4"" Airfill Only (Sticks Sold Separately) New Year Stars Balloon"
boardgamebliss.myshopify.com,Board Game Bliss,www.boardgamebliss.com,price,favors_under_25,2,0,13,true,23,23,Title (2),"Valduk, Keeper of the Flame (DMR-147) - Dominaria Remastered [Uncommon] | Unstoppable Ogre (NEO-169) - Kamigawa: Neon Dynasty [Common]"
5d3054-9c.myshopify.com,Cardboard Hero,cardboardhero.com,price,favors_under_25,2,0,13,true,12,14,Title (1),Beach Court (167/198) [Scarlet & Violet: Base Set] | Birdcage [Awakening of the New Era]
envcollectible.myshopify.com,ENV Collectible,envcollectible.com,price,favors_under_25,2,0,13,true,10,20,Title (2),Heat & Wire [Royal Blood] | Barrier!! [Kingdoms of Intrigue]
legendary-collectables.myshopify.com,Legendary Collectables,legendarycollectables.com,price,favors_under_25,2,0,13,true,20,20,Title (2),Tantrum Toddler [LEDE-EN046] Common | Acerola's Mischief (180/217) [Mega Evolution: Ascended Heroes]
loot-kindgom.myshopify.com,Loot Kingdom,www.lootkingdom.com,price,favors_under_25,2,0,13,true,20,20,Title (2),Overload (Red) [U-MON275] (Monarch Unlimited)  Unlimited Normal | Unchained Soul of Shyama [DUNE-EN020] Common
take-another-bite.myshopify.com,Take Another Bite,takeanotherbite.com,sentence,sentence_dessert,2,0,13,true,5000,6000,,Catering - Sweet Treat Platter | Catering - Canadian Dessert Platter
the-happy-box-canada.myshopify.com,The Happy Box,thehappybox.ca,sentence,sentence_dessert,2,0,13,true,9900,12900,Size (1),Shareables | Dinner for Two
hd-plastic-product-canada-inc.myshopify.com,HD Bio Packaging,hdbiopak.com,sentence,sentence_dessert,2,0,13,true,1795,6795,Package size (2),"[Pre-order] 6-Gird Red Dessert Box W/ Clear Lid | 9.8x6.7x4"" | White Square Cake Paper Box Pastry Box W/ Window | 10x10x2.5"""
9hra6q-ww.myshopify.com,Neighbor Buy,www.nbbuy.ca,sentence,sentence_kids,2,0,13,true,1299,1299,,"Fairy Tale Princess Theme Party Decorations Set – Kids Birthday Supplies with Stickers, Gift Bags, Bracelets & Party Accessories | Cartoon Mouse Theme Party Decorations Set – Kids Birthday Supplies with Stickers, Slap Bracelets, Gift Bags & Colorful Accessories"
good-nbr.myshopify.com,Good Neighbour,good-nbr.myshopify.com,category,favors,1,0,13,true,4000,4000,,Rainbow Surprise Balls
b-glam-party-shop-9426.myshopify.com,B Glam Party Shop,bglampartyshop.ca,category,favors,1,0,13,true,3900,3900,,Pink Surprise Balls (x 6)
floristca.myshopify.com,Florist,florist.ca,category,dessert_box,1,0,13,true,4600,4600,Size (1),Sweet & Salty Gift Box
blancparrouge.myshopify.com,blancparrouge,rougemaple.com,category,dessert_box,1,0,13,true,2695,2695,,La boîte gourmandises Plaisirs sucrés
carlacookiebox.myshopify.com,Carla's Cookie Box,carlacookiebox.com,category,dessert_box,1,0,13,true,4500,4500,,Gourmet Butter Tart (6) & Chocolate Chip Cookies (6) Gift Box
eatalytoronto.myshopify.com,Eataly Toronto,shoptoronto.eataly.ca,category,dessert_box,1,0,13,true,17999,17999,Each (1),Dolci Heaven - Gift Box
cadeau-gourmand.myshopify.com,Cadeau Gourmand,cadeaugourmand.ca,category,dessert_box,1,0,13,true,10000,10000,Emballage (1),Trésor gourmand
blooms-canada.myshopify.com,Canada Blooms,bloomsca.ca,category,dessert_box,1,0,13,true,5199,5199,,Cakecicle Dessert Gift Box
bakepassion.myshopify.com,Passion Bake Inc.,www.passionbake.com,category,dessert_box,1,0,13,true,4500,4500,,Confectionary Box
desserts-by-rie.myshopify.com,Desserts by Rie,dessertsbyrie.com.au,category,dessert_box,1,1,13,true,10200,10200,,Deluxe Strawberry Box
jocelyns-2.myshopify.com,Jocelyn's Provisions,jocelynsprovisions.com.au,category,dessert_box,1,0,13,true,3400,3400,,Brownie Gift Box
fran-murray.myshopify.com,Fran Murray Co. ,www.franmurray.co,category,dessert_box,1,0,13,true,9900,9900,,The Dessert Hour
les-boites-shop-moi-ca.myshopify.com,Shop moi ça,shopmoica.ca,category,dessert_box,1,0,13,true,6500,6500,,Gourmande Azur
hungarian-fine-foods.myshopify.com,Hungarian Fine Foods,www.hungarianfinefoods.ca,category,dessert_box,1,1,13,true,17500,17500,,Tokaji Dessert Gift Box
torontoblooms.myshopify.com,Toronto Blooms,torontoblooms.ca,category,dessert_box,1,0,13,true,3999,3999,,Chocolate Berry Pastel Favourites Gift Box
v50yfk-hx.myshopify.com,The Sweet Basket,thesweetbasket.com,category,dessert_box,1,0,13,true,5995,5995,Size (1),Birthday Cheer Gift Box
al-karam-sweets.myshopify.com,Al-Karam Sweets,www.alkaramsweets.com,category,dessert_box,1,1,13,true,1556,1556,,Favour Gift Box
krause-farms-ltd.myshopify.com,Krause Farms Ltd,www.krauseberryfarms.com,category,dessert_box,1,0,13,true,13999,13999,Size (1),LARGE Sweet Gift Box
pine-and-prairie-candles.myshopify.com,Pine and Prairie Candles,pineandprairiecandles.com,category,candles,1,0,13,true,3000,3000,Scent (1),Candle Favors
deesdecorhouse.myshopify.com,Dee's Decor House,www.deesdecorhouse.ca,category,candles,1,1,13,true,400,400,,Rose Candle Favors
tub-loves.myshopify.com,Tub Loves,tub-loves.myshopify.com,category,candles,1,0,13,true,10620,10620,Quantity: (1),Potted Succulent Candle Favor
3442d3.myshopify.com,The Wild North Shack,thewildnorthshack.com,category,candles,1,1,13,true,500,500,Packaging (1),Custom Daisy Beeswax Candle Favors
twentyseventoronto.myshopify.com,Twentyseven,twentyseventoronto.com,category,candles,1,0,13,true,27500,27500,,Roma Heirloom Tomato XL Candle
a7b533-34.myshopify.com,TLConnection,shop.thetlconnection.com,category,candles,1,0,13,true,2195,2195,Vessel size (1); Color (1); Size (1),2.5oz aura® candle vessel
yogaele.myshopify.com,Magic Exhalation,www.magicexhalation.com,category,candles,1,1,13,true,2195,2195,Color (1),"Wedding Favor Candles Gift For Guests, Personalized Candle Wedding Gifts From Bride And Groom, Bridal Shower Candle Gift For Bridesmaids"
laquiins-accessories.myshopify.com,LaQuiins ,laquiins.com,category,candles,1,0,13,true,560,560,Choose your design (1); Choose your fragrance (1),Bubble Candle Favor | Wedding and Event Guest Gift
7by81m-dw.myshopify.com,Tayamek Anamera ,tayamekanamera.ca,category,candles,1,1,13,true,7900,7900,,"Personalized Wedding Favor Candle Set with Sealed Gift Box – Bulk Soy Wax Candles with Dried Flowers, Custom Name Label – Bridal Shower, Baby Shower, Birthday Guest Gifts (10–200 pcs)"
the-scented-market.myshopify.com,The Scented Market,thescentedmarket.ca,category,candles,1,0,13,true,4999,4999,,Fall Candle Sample 5 Pack | Soy Wax Candle Gift Set
maison-rose-co.myshopify.com,Maison Rose,www.maisonrose.co,category,candles,1,0,13,true,750,750,Label (1); Candle aroma (1); Candle vessel colour (1),Luxury Candle Party Favours
9bdb00-b9.myshopify.com,L'instant d'une flamme,linstantduneflamme.ca,category,candles,1,1,13,true,700,700,Parfum (1); Couleur de ruban (1); Couleur (1),Soa
glwgrls.myshopify.com,The GLW Shop,theglwshop.com,category,candles,1,0,13,true,15600,15600,,Mini Three Sisters Candle Set
richview-glass.myshopify.com,Richview Glass Wedding Supplies,www.richviewglasses.com,category,candles,1,0,13,true,175,175,,Pink peonies flower White cube candle 3x3 gift scented favor
picot-collective.myshopify.com,Picot ,picotcollective.com,category,candles,1,0,13,true,9200,9200,,Candle Gift Set
lerouge-life.myshopify.com,Le Rouge Life,lerouge.life,category,candles,1,1,13,true,2500,2500,Scent (1),WEDDING FAVOR | Luxe Glow Candle
siramerge.myshopify.com,Sira Print Inc.,siramerge.myshopify.com,category,stickers,1,0,13,true,1,1,,Sticker Sheets
sugarbones.myshopify.com,Sugarbones,sugarbones.net,category,stickers,1,0,13,true,1500,1500,Design (1),Hollanov | Sticker Sheets
shopstickerbeat.myshopify.com,Stickerbeat.com,stickerbeat.com,category,stickers,1,1,13,true,11400,11400,Sticker size (1); Quantity (1),Sticker Sheets
warner-music-canada.myshopify.com,Warner Music Canada,wmc.shop,category,stickers,1,0,13,true,1259,1259,,Perfect Little Angel Sticker Sheet
soulshine-8523.myshopify.com,Soulshine ,soulshineshop.com,category,stickers,1,0,13,true,1200,1200,,Emily Lex Studio - Springtime Sticker Sheet
rosie-dinh97.myshopify.com,cherrystudio,cherrystudiooo.com,category,stickers,1,0,13,true,500,500,,Home sticker sheet
front-and-co-gifts.myshopify.com,Front and Company: Gifts,gifts.frontandcompany.ca,category,stickers,1,0,13,true,1495,1495,,Bouquets sticker sheets
chopvalue.myshopify.com,ChopValue,chopvalue.com,category,coasters,1,0,13,true,2100,2100,Sets (1),Coaster Set
baa4cb-c0.myshopify.com,LUMI,lumi.glass,category,coasters,1,0,13,true,2900,2900,,GLASS TILE COASTER - A Love Letter: Single
home-treasures-more.myshopify.com,Home Treasures & More,hometreasures.ca,category,coasters,1,0,13,true,3999,3999,,Scalloped Marble Coasters - Set of 4
bergo.myshopify.com,Bergo Designs,www.bergodesigns.ca,category,coasters,1,0,13,true,3200,3200,,Cheese Coaster Set
myecohome-inc.myshopify.com,MyEcoHome,myecohomemarketplace.com,category,coasters,1,0,13,true,3499,3499,,Chinoiserie Coasters
byob-cocktail-emporium.myshopify.com,Cocktail Emporium,www.cocktailemporium.com,category,coasters,1,0,13,true,4500,4500,,Cocktail Beaded Coasters (set of 4)
info-steelinghome-ca.myshopify.com,Steeling Home,www.steelinghome.ca,category,coasters,1,0,13,true,2100,2100,,Mango Wood Scalloped Coasters
824b1d-5f.myshopify.com,Kiyo Home,kiyohome.com,category,coasters,1,0,13,true,3500,3500,Color (1),Elk Drink Coasters
everdrobe.myshopify.com,OddGifts.com,www.oddgifts.com,category,coasters,1,0,13,true,1599,1599,,These Pizza Coasters Look Like Someone Ordered Table Protection
rubaiyat.myshopify.com,RUBAIYAT,rubaiyat.myshopify.com,category,coasters,1,0,13,true,29000,29000,,Michael Aram | Vintage Bloom Coaster Set
lady-e-decor.myshopify.com,Lady.E Décor & Design,ladyedecor.com,category,coasters,1,0,13,true,899,899,Sigle  (1),Handcrafted Marble Tile Coasters
nicoles-gifts-verona.myshopify.com,Nicole's Gifts Verona,nicoles-gifts-verona.myshopify.com,category,coasters,1,0,13,true,499,499,Style (1),Ceramic Coaster
sparkle-featuring-crystals-from-swarovski.myshopify.com,Sparkle,nvcreatives.com,category,coasters,1,0,13,true,1200,1200,Quantity (1),Handmade Heart-Shaped Ocean Wave Resin Coaster – Unique Drink Coasters for Home & Gifts
inkwell-boutique.myshopify.com,Inkwell Modern Handmade,inkwellboutique.ca,category,coasters,1,0,13,true,1500,1500,,East Coaster Six Pack
thecrdroom2.myshopify.com,The Card Room at KRICKET’S ,thecardroom.ca,category,coasters,1,0,13,true,2195,2195,,Retro Vinyl Coasters
cookery-store.myshopify.com,Cookery,cookery-store.myshopify.com,category,coasters,1,0,13,true,3500,3500,Color (1),Chilewich Mini Basketweave Coasters – Set of 4 / Parchment
presents-presents-presents.myshopify.com,Presents Presents Presents,www.presentspresentspresents.ca,category,coasters,1,0,13,true,2795,2795,,Coasters- Hexagon Marble & Mango Wood Set/4
canada-syc.myshopify.com,Shen Yun Collections Canada,shenyuncollections.ca,category,coasters,1,0,13,true,2100,2100,,Seasonal Blossoms Coasters
spadana-smart-living.myshopify.com,Spadana Smart Living,spadana-smart-living.myshopify.com,category,coasters,1,0,13,true,2999,2999,,Drunk Expressions Coasters-Set of 4
click-and-craft.myshopify.com,Click and Craft,www.heavensrecruitment.com,category,coasters,1,0,13,false,3999,3999,Shipping (1); Quantity (1); Including trivet (1),Set of 2 Handmade Round Coasters
wicked-tender.myshopify.com,Wicked Tender,wickedtender.com,category,coasters,1,0,13,true,7700,7700,Color (1),8-Piece Mandala Diamond Painted Coaster Set with Cup Holder – Colorful DIY Table Decor Gift for Home
275b7f-3.myshopify.com,Isle at ease ,www.isleateaseshop.ca,category,coasters,1,0,13,true,2800,2800,,Spiral Coasters
handmadesask.myshopify.com,HandmadeSask,www.handmadesask.com,category,coasters,1,0,13,true,2000,2000,Style (1),Drink Coaster Set
katycouture.myshopify.com,Farmhouse Is My Style,farmhouseismystyle.com,category,totes,1,0,13,true,4900,4900,,Gingerbread Spice Tote Bag *BEST SELLER*
rather-green.myshopify.com,Rather Green,rathergreen.ca,category,totes,1,1,13,true,9900,9900,Colour (1); Size (1),Amiga Tote
muji-canada.myshopify.com,MUJI,muji.ca,category,totes,1,0,13,true,590,590,Color (1),Mini Canvas Tote Bag
ca-rugandweave-com.myshopify.com,Rug and Weave ,ca-rugandweave-com.myshopify.com,category,totes,1,0,13,true,2995,2995,Colour (1),Everyday Gingham Tote Bag
thecabanastores.myshopify.com,The Cabana.ca,thecabana.ca,category,totes,1,0,13,true,9799,9799,,ALOHA COLLECTION - Seaside Day Tripper | White on Lemu Blue
boutique-peridot.myshopify.com,Boutique Peridot,www.boutiqueperidot.com,category,totes,1,0,13,true,3200,3200,,Cavallini Tote Bag Tea Time
poches-et-fils.myshopify.com,Poches & Fils,pochesetfils.com,category,totes,1,1,13,true,2499,2499,Color (1); Size (1),Tote Bag à poche personnalisable
orbitkeyinternational.myshopify.com,Orbitkey,www.orbitkey.com,category,totes,1,0,13,true,2200,2200,Color (1),Foldable Tote Bag
urbannaturestore-ca.myshopify.com,Urban Nature Store,www.urbannaturestore.ca,category,totes,1,0,13,true,695,695,,Gift Tote Ah! There
the-sweet-life-apparel-gifts.myshopify.com,The Sweet Life Apparel and Gifts ,the-sweet-life-apparel-gifts.myshopify.com,category,totes,1,1,13,true,2000,2000,Color (1),Printed Tote Bag
hoodies-for-heros.myshopify.com,Hoodies For Heroes,hoodiesforheroes.shop,category,totes,1,0,13,true,5700,5700,Color (1),Smile Embossed Leather Tote
nab-leather-co.myshopify.com,NAB Leather,nableather.com,category,totes,1,0,13,true,20700,20700,Color (1),Classic Brown Leather Tote Bag
87e26e-4.myshopify.com,DAVIDsTEA,davidstea.com,category,totes,1,0,13,true,1900,1900,,The Tea Tote
onze-montreal.myshopify.com,Onze Montreal,onze-montreal.com,category,totes,1,1,13,true,1995,1995,Color (1),Tote Bag Montreal Quebec Illustration Canvas
0nkrrk-0g.myshopify.com,Bananas,0nkrrk-0g.myshopify.com,category,totes,1,0,13,true,6300,6300,,Checker Icons Tote Bag
say-it-with-stacey.myshopify.com,Say it with Stacey,sayitwithstacey.ca,category,totes,1,0,13,true,3299,3299,Title (1),"It's What's on the Inside that Counts! — Hilarious Totes that are practical, eco friendly and fun!"
seek-gifts-and-home-decor-ltd.myshopify.com,Seek gifts and home decor Ltd. ,seekgiftsanddecor.com,category,totes,1,0,13,true,2700,2700,,No Place Like Local SEEK Tote Bag
